row ID,row m/z,row retention time,20230404_LFX_OK_226_VGF136_C08_1_neg.mzML Peak area
1,555.7206420898438,0.24715,3631766.25
10,102.94886016845703,0.24923333333333333,1.5868674E7
100,413.2181701660156,2.7042833333333336,775987.25
101,169.08700561523438,2.7249,676502.125
102,323.1863098144531,2.7342166666666667,507391.5625
103,399.2383117675781,2.7530833333333335,4837859.0
104,329.23333740234375,2.7997,6524517.0
105,623.2399291992188,2.7997,5101113.5
106,330.2367858886719,2.7997,1362302.0
107,365.1966857910156,2.8371166666666667,1083260.5
108,275.1651916503906,2.8652,857361.75
109,367.2124328613281,2.9322500000000002,1781435.75
11,337.8608093261719,0.24923333333333333,2572105.75
110,480.14483642578125,2.9322500000000002,1095388.25
111,381.2276916503906,2.9412833333333332,9396169.0
112,353.23297119140625,2.9502333333333337,5.0662012E7
113,421.220703125,2.9502333333333337,3404551.25
114,339.217529296875,2.9592,1076824.75
115,331.19140625,2.9681833333333336,982356.1875
116,325.2019348144531,2.9772000000000003,2428069.0
117,397.2226867675781,2.9772000000000003,1673601.625
118,337.2020263671875,2.99535,2150461.5
119,415.23345947265625,2.99535,660070.75
12,558.7160034179688,0.2534166666666667,1634035.125
120,438.16912841796875,2.99535,656797.5625
121,309.2071533203125,3.0043833333333336,1743929.375
122,327.2178039550781,3.0134166666666666,1027069.125
123,329.2334289550781,3.041033333333333,966843.4375
124,503.338134765625,3.041033333333333,392745.75
125,295.1549987792969,3.0898166666666667,1807880.875
126,277.1444396972656,3.0898166666666667,1028135.625
127,333.2071533203125,3.0898166666666667,877887.6875
128,349.20184326171875,3.11565,2409146.0
129,351.2176513671875,3.1344,2131495.0
13,772.5787963867188,0.26393333333333335,2493329.75
130,289.1808776855469,3.1437666666666666,1072138.5
131,379.2125549316406,3.171983333333333,418140.6875
132,307.19140625,3.1906499999999998,2574851.0
133,323.1863098144531,3.199883333333333,8459982.0
134,420.16009521484375,3.199883333333333,2391079.0
135,255.0663299560547,3.2390499999999998,1401503.125
136,637.2718505859375,3.2485166666666667,568692.6875
137,466.16595458984375,3.2672499999999998,2597941.25
138,625.271728515625,3.2672499999999998,491437.6875
139,697.2926635742188,3.2766333333333337,378598.625
14,474.7798156738281,0.30418333333333336,348980.875
140,341.19683837890625,3.3049000000000004,598630.0
141,313.0718078613281,3.3239,577685.0625
142,391.1758117675781,3.3524666666666665,1067279.25
143,305.1757507324219,3.3785000000000003,2614185.75
144,653.2667846679688,3.396583333333333,1100682.125
145,223.13389587402344,3.396583333333333,543480.6875
146,383.24365234375,3.4058166666666665,1.4321634E7
147,436.15521240234375,3.41505,2295898.75
148,293.1758728027344,3.41505,1163704.125
149,347.1861267089844,3.4688833333333333,544669.125
15,451.14544677734375,0.6795333333333333,2442128.75
150,665.26708984375,3.4758666666666667,322624.03125
151,639.287109375,3.5146666666666664,4222184.5
152,311.2228698730469,3.5216333333333334,1395984.375
153,501.3222351074219,3.54045,1911799.125
154,309.2072448730469,3.5802166666666664,2147483.0
155,327.2177734375,3.58965,400711.0625
156,399.2386474609375,3.608633333333333,1888454.75
157,291.19647216796875,3.608633333333333,1205529.875
158,197.11837768554688,3.615666666666667,781139.0625
159,333.2072448730469,3.6297833333333336,1599729.625
16,327.1084289550781,0.80245,1043694.9375
160,667.2822265625,3.665383333333333,5497914.0
161,679.2820434570312,3.682366666666667,4209090.0
162,307.1916809082031,3.6914000000000002,1075432.625
163,321.2071838378906,3.6914000000000002,503157.40625
164,269.0455322265625,3.7683166666666663,826056.125
165,311.2225646972656,3.8797166666666665,2704994.5
166,821.5061645507812,3.8797166666666665,431194.0
167,681.2970581054688,3.9224666666666668,4.8316196E7
168,780.2146606445312,3.9224666666666668,1263627.375
169,776.2214965820312,3.9224666666666668,375764.5625
17,200.85922241210938,0.8961333333333333,756441.9375
170,684.3052978515625,3.9266333333333336,842399.8125
171,749.2850341796875,3.933316666666667,990051.3125
172,333.20709228515625,3.9442333333333335,931786.9375
173,231.93153381347656,3.9553000000000003,662929.3125
174,721.2933959960938,4.036033333333333,924047.8125
175,709.2933959960938,4.076933333333334,1803914.875
176,695.3140869140625,4.1973666666666665,1113288.0
177,485.3273620605469,4.1973666666666665,722552.625
178,293.2122802734375,4.229833333333334,3322359.25
179,313.1808166503906,4.2784,357302.78125
18,289.0716552734375,0.9295000000000001,1055240.625
180,723.3082275390625,4.322916666666667,1.0112752E7
181,291.1965026855469,4.326416666666666,5784202.5
182,309.2071228027344,4.326416666666666,370255.4375
183,377.19439697265625,4.330933333333333,379853.0625
184,267.1965637207031,4.336250000000001,411218.8125
185,279.19647216796875,4.3471166666666665,309940.6875
186,709.3298950195312,4.455416666666666,1183233.5
187,689.4667358398438,4.460333333333334,469968.875
188,295.227783203125,4.526666666666667,6458054.0
189,293.2122802734375,4.638933333333333,1.4296685E7
19,435.1506042480469,0.9340499999999999,1012162.4375
190,379.2101745605469,4.645333333333334,979547.1875
191,703.4803466796875,4.724433333333334,2326568.0
192,311.1685791015625,4.724433333333334,535940.8125
193,297.2435302734375,4.743433333333333,581418.5625
194,297.2436828613281,4.858433333333333,1209545.375
195,313.2383728027344,4.940916666666666,485654.03125
196,673.4708862304688,4.986816666666667,416865.84375
197,295.2277526855469,4.995016666666667,3552470.5
198,381.22576904296875,4.995016666666667,327520.53125
199,309.2435607910156,5.208833333333333,378310.59375
2,672.654296875,0.24715,2519386.25
20,451.1454772949219,0.9434166666666666,1732072.375
200,325.1842346191406,5.220166666666667,630037.875
201,146.92349243164062,5.320833333333334,476862.40625
202,617.38525390625,5.320833333333334,363709.71875
203,362.87506103515625,5.550266666666667,386060.6875
204,635.4168090820312,6.194016666666667,346020.09375
205,355.157958984375,6.2793,1165448.625
206,323.2591552734375,6.2793,871829.375
207,653.427490234375,6.373783333333334,519747.25
208,383.1894226074219,6.795733333333334,684525.0
209,684.5787353515625,7.0421000000000005,622598.75
21,498.7848205566406,0.99315,432577.75
210,499.4156494140625,7.24515,324548.875
211,758.5426635742188,7.316083333333333,656512.4375
212,514.4265747070312,7.341116666666666,804604.25
213,698.5938110351562,7.58315,3688684.75
214,652.5875854492188,7.58315,1209708.375
215,712.6094970703125,8.030716666666667,2842541.75
216,666.602783203125,8.030716666666667,823709.6875
217,700.6101684570312,8.237666666666666,924835.25
218,176.85916137695312,8.453933333333334,474769.09375
219,494.789306640625,8.529233333333334,456970.34375
22,378.77813720703125,1.0754166666666667,793213.3125
220,152.97853088378906,8.5384,461826.75
221,476.775634765625,8.558583333333333,540190.4375
222,450.7866516113281,8.558583333333333,426911.71875
223,599.7169189453125,8.558583333333333,414795.5625
224,554.7189331054688,8.577,505813.5
225,498.7839660644531,8.588183333333335,664158.25
226,305.86029052734375,8.588183333333335,491131.375
227,408.7880554199219,8.588183333333335,424035.8125
23,446.7659606933594,1.0856166666666667,309341.40625
24,173.8712158203125,1.1185333333333332,743702.75
25,221.8765869140625,1.1185333333333332,373885.40625
26,309.8563232421875,1.1681,431931.90625
27,403.1242370605469,1.1923833333333334,584702.9375
28,435.0931396484375,1.3058166666666666,1804971.0
29,567.2086181640625,1.5218333333333334,1274089.5
3,338.8596496582031,0.24715,2192567.0
30,519.1871337890625,1.6722499999999998,510959.03125
31,535.1820068359375,1.6866166666666667,407576.5625
32,261.1343078613281,1.6913333333333334,460564.28125
33,367.17596435546875,1.7170166666666666,842818.125
34,385.22283935546875,1.7546666666666666,389525.78125
35,573.218994140625,1.76225,476868.84375
36,332.0198669433594,1.78105,878352.5
37,209.0794219970703,1.78105,778444.75
38,187.0974884033203,1.7884,5352166.0
39,631.2246704101562,1.8144833333333332,716552.1875
4,667.6521606445312,0.24715,2034572.5
40,243.1236572265625,1.8291499999999998,524898.5625
41,283.06109619140625,1.90085,547292.5
42,571.203125,1.9332666666666667,3389639.0
43,517.1713256835938,1.9332666666666667,432631.75
44,585.21875,1.9332666666666667,366333.0625
45,282.11346435546875,1.9427999999999999,1047182.0625
46,343.2121887207031,1.9905166666666667,884420.6875
47,209.11814880371094,2.0115666666666665,538785.5625
48,285.040283203125,2.0115666666666665,406106.15625
49,312.1241149902344,2.032983333333333,1740159.375
5,409.7898864746094,0.24715,1439107.875
50,415.2331237792969,2.0583833333333335,770251.375
51,583.2028198242188,2.0630333333333333,1481845.875
52,357.19207763671875,2.074683333333333,368420.28125
53,373.1288146972656,2.0871666666666666,3829575.25
54,553.1925659179688,2.0871666666666666,1364193.75
55,518.0516357421875,2.0871666666666666,681263.3125
56,655.23046875,2.09445,313711.40625
57,541.1144409179688,2.1132833333333334,354369.4375
58,241.1080322265625,2.135,985319.75
59,201.11312866210938,2.1537333333333333,516974.3125
6,407.79119873046875,0.24715,1112714.875
60,501.17633056640625,2.203216666666667,7637025.5
61,611.2344970703125,2.203216666666667,1232992.75
62,569.1640014648438,2.203216666666667,525332.125
63,692.1047973632812,2.203216666666667,419497.0625
64,502.1798400878906,2.212616666666667,2159434.75
65,457.18634033203125,2.212616666666667,860743.8125
66,385.2590637207031,2.2238333333333333,5344689.5
67,385.22357177734375,2.2238333333333333,1004122.5
68,484.1769104003906,2.2238333333333333,888682.375
69,438.1708068847656,2.2238333333333333,853953.375
7,702.6502685546875,0.24715,1065918.0
70,267.16015625,2.278033333333333,769363.375
71,597.2406005859375,2.278033333333333,693712.9375
72,225.1132354736328,2.2876166666666666,734332.1875
73,623.240234375,2.3758833333333333,991184.5625
74,641.2504272460938,2.3758833333333333,354693.53125
75,353.1971435546875,2.3849,391392.21875
76,269.0455322265625,2.39435,2459426.75
77,309.2071533203125,2.4133333333333336,378297.09375
78,639.2353515625,2.4393833333333332,1648066.5
79,339.1811828613281,2.4463166666666667,464136.375
8,566.7284545898438,0.24715,541761.625
80,437.21563720703125,2.4626333333333337,468166.53125
81,357.134033203125,2.4719333333333333,675447.3125
82,291.16021728515625,2.4719333333333333,482324.0625
83,341.1969299316406,2.4812999999999996,1777469.0
84,401.253662109375,2.4902333333333333,1367146.125
85,387.23858642578125,2.4902333333333333,1092078.0
86,215.1287841796875,2.5089333333333332,654462.25
87,255.1601104736328,2.5274666666666668,1.1663154E7
88,338.0826721191406,2.5366833333333334,919505.4375
89,482.1611022949219,2.5366833333333334,642153.875
9,146.93862915039062,0.24923333333333333,2.273449E7
90,383.24334716796875,2.5460166666666666,3510876.75
91,337.2384033203125,2.5930666666666666,2264716.75
92,436.1549377441406,2.5930666666666666,1098610.375
93,395.20672607421875,2.5930666666666666,593683.5625
94,369.2278747558594,2.6113833333333334,1.0412326E7
95,415.2333679199219,2.6113833333333334,7755083.5
96,327.21771240234375,2.6113833333333334,1709528.0
97,468.1448669433594,2.6113833333333334,874764.75
98,623.2402954101562,2.6391333333333336,516590.15625
99,329.0666809082031,2.6763,2651018.5
